doc_id,title,feed,topic,label,PCA_x,PCA_y,t-SNE_x,t-SNE_y,UMAP_x,UMAP_y
120,红果短剧：针对近期AI短剧素材违规使用问题频发的情况，已处置作品670部,36氪,2,新能源汽车,0.035940886,0.10735557,4.8818803,18.168955,10.472468,1.0683743
121,清明假期迎返程高峰 三天假期跨区域人员流动量预计达8.4亿人次,36氪,7,机器人与编程,0.04286941,0.18956132,13.961267,19.636456,9.900153,2.6824596
122,阿里千问3.6Plus大模型登顶全球模型调用排行榜首,雷锋网,7,机器人与编程,0.21679027,-0.30043858,-17.71552,0.92281675,13.5537195,1.4839256
123,泉智博高爆发关节自动化产线投产，加速具身智能商业化,雷锋网,7,机器人与编程,0.22455099,-0.1750866,3.3034327,-2.1156948,13.520931,2.9155478
124,Gen DAS Dex 正式发布：破解具身数据难题，从学习人类的双手开始,雷锋网,1,企业AI落地,0.22911595,-0.2744599,-0.70921266,3.1544967,13.615548,2.5257874
125,瀚博通过UALink互联测试，GPU将全面兼容新一代超节点,雷锋网,3,耳机与数码,0.1306957,-0.09902477,7.621734,2.6515443,12.462324,2.8069556
126,充电宝新国标正式发布，Anker安克率先推出符合新规测试产品,雷锋网,6,智能体与安全,0.13422985,-0.042438157,-4.643117,-4.1458592,12.638359,2.011476
127,GDPS2026 上海市人工智能行业协会与毕马威中国战略合作 共创智能化转型破局之路,雷锋网,1,企业AI落地,0.23094025,-0.1472788,3.9299116,4.1707306,12.862924,3.1846728
128,引入LPU的英伟达，是在补强，还是在拆自己的护城河？｜GTC观察,雷锋网,8,AI芯片算力,0.18974458,-0.2604034,-4.6060395,1.7038056,12.888966,1.3965604
129,35岁大厂人自救：AI裁员潮下，Claude和小龙虾谁能帮我「续命」？,雷锋网,4,AI办公工具,0.074174315,-0.35375488,-9.915835,-0.70505536,12.437552,0.2185283
130,全球权威大模型盲测榜单公布，阿里千问3.6登顶中国最强编程模型,雷锋网,7,机器人与编程,0.23829718,-0.33122176,-16.857992,0.6680454,13.847021,1.5732225
131,一次停滞观全局：自动驾驶安全冗余与产业发展定力,雷锋网,6,智能体与安全,0.16667144,-0.076631695,-4.0985966,-3.9200504,12.649985,2.1782858
132,沙利文：阿里云位居中国金融智能体市场第一,雷锋网,8,AI芯片算力,0.17406452,-0.16545327,8.2651615,0.96917707,12.6512165,2.9553065
133,对话图达通CEO鲍君威：有摄像头的地方，就是激光雷达的赛道,雷锋网,5,游戏与传感器,0.23074116,-0.20688874,1.359054,-0.47465444,13.234717,2.869366
134,Skill限速怎么办？OpenClaw官宣和火山引擎共建ClawHub中国镜像站,雷锋网,3,耳机与数码,-0.07950376,-0.17681958,-9.256649,4.533161,11.886725,0.8410662
135,阿里发布国产最强编程模型Qwen3.6-Plus,雷锋网,7,机器人与编程,0.18113068,-0.28360683,-17.84341,-0.1402812,13.756988,1.4867336
136,森合小败局：千万众筹之后，一家明星硬件公司的崩塌,雷锋网,1,企业AI落地,0.27256265,-0.19913614,1.9479631,-0.28794307,13.468377,2.8691256
137,夏中谱去向悬念落地，「地平线」+「理想汽车」齐聚无界动力,雷锋网,0,大模型与智驾,0.34985122,-0.29317585,2.0762203,1.1569419,13.589965,2.7504847
138,割草机进入自主决策时代 MOVA将无人驾驶级AI视觉感知搬进庭院,雷锋网,7,机器人与编程,0.24393076,-0.19042066,-0.44929674,1.3731498,13.61623,2.791286
139,上海人工智能实验室联合商汤大装置等共建AI全链路验证平台与生态社区,雷锋网,3,耳机与数码,0.16168948,-0.13818221,7.299608,3.2411861,12.299449,2.6851804
140,千人千面，告别AI标准脸，阿里发布Wan2.7-Image,雷锋网,0,大模型与智驾,0.13326329,-0.27722305,-2.865864,6.3342433,13.128681,1.9035187
141,字节Seed启动大模型校招，全球招募100位最具潜力的2027届AI人才,雷锋网,4,AI办公工具,0.12230203,-0.1682262,-6.4328575,3.9145677,12.843159,1.1193376
142,科技爱好者周刊（第 391 期）：AI 的贫富分化,阮一峰的网络日志,8,AI芯片算力,0.12193564,-0.4674646,-4.3087416,4.0099473,12.6920395,0.9691532
143,科技爱好者周刊（第 390 期）：没有语料，大模型就是智障,阮一峰的网络日志,8,AI芯片算力,0.0480561,-0.35483706,-3.91715,4.719272,12.757212,1.1458392
144,"套壳中国大模型撑起500亿美元估值？扒一扒 Cursor 的""套壳""疑云",阮一峰的网络日志,0,大模型与智驾,0.124256425,-0.14180416,7.2604747,-3.368257,13.394022,1.7072676
145,Quicker - 让效率起飞的 Windows “超级外挂” (快速启动 / 快捷指令 / 鼠标增强),异次元软件世界,3,耳机与数码,-0.4707156,-0.12559617,5.973872,-20.890446,9.319525,0.27121806
146,VMRack 打折！高速低价 CN2 GIA 三网精品优化线路 VPS 服务器 (美国原生 IP),异次元软件世界,3,耳机与数码,-0.32445133,-0.030981142,-3.972636,-23.239576,10.135083,-1.3098978
147,豆包输入法 - 免费清爽无广告的手机电脑输入法！AI 语音识别超准确 (中英混输顺滑),异次元软件世界,3,耳机与数码,-0.47486314,-0.2345967,2.7175722,-21.74897,9.11717,-0.10613306
148,Synctrain - 哭死！多年来 Syncthing 最大缺点终于解决了 (更好用的 iOS / Mac 同步网盘),异次元软件世界,3,耳机与数码,-0.5386641,-0.19440527,1.4746749,-20.833452,8.913514,-0.11477428
149,RackNerd 性价比 VPS 服务器特价促销中！终身续费同价！,异次元软件世界,3,耳机与数码,-0.36716962,-0.0031018767,-3.1117566,-22.691017,9.989989,-1.2548752
150,手慢无！DMIT 高端 CN2 GIA 三网优化线路 VPS 服务器 (国内快又稳！比瓦工更好),异次元软件世界,3,耳机与数码,-0.3188805,-0.015513572,-4.263315,-22.49608,10.066516,-1.1906391
151,Windows 11 26H1 最新官方正式版 ISO 镜像下载 (微软 MSDN 原版系统 / 网盘 BT 地址),异次元软件世界,3,耳机与数码,-0.3185876,0.0114230225,-8.259345,-19.267456,9.881448,-0.26867384
152,微信官方推“龙虾” 插件 ClawBot！连接 OpenClaw，秒变 AI 好友,异次元软件世界,3,耳机与数码,-0.36540812,-0.18276283,-3.3754585,-15.69374,11.4031315,-0.5070585
153,免安装！免费玩 OpenClaw！盘点全网白菜价的一键部署“龙虾”服务器 (送 Token 额度),异次元软件世界,3,耳机与数码,-0.4591168,-0.21894096,-3.217192,-20.471182,10.366515,-1.1091006
154,复旦团队研发“切问学术 AI”上线（赠送100个5 折兑换码名额）,异次元软件世界,3,耳机与数码,-0.3872148,-0.08002687,-0.14561151,-14.986632,9.908362,-0.74372613
155,HandBrake 官方绿色中文版 - 开源免费视频格式转换/压缩转码压制工具 (跨平台),异次元软件世界,3,耳机与数码,-0.54136777,-0.15437587,3.0649722,-19.385416,9.04621,-0.16220464
156,终于来了！Chrome 原生垂直标签栏，开启方法超简单 (免装插件),异次元软件世界,3,耳机与数码,-0.2731662,-0.04109245,-4.4214606,-14.64107,11.21499,-0.6296317
157,最新 Windows 11 ARM 系统原版 ISO 镜像下载 - 支持苹果 M 芯片 Mac 安装 (PD 虚拟机),异次元软件世界,3,耳机与数码,-0.36836278,-0.064790614,-8.315843,-18.08008,10.0193,-0.19672473
158,年度低价！很少打折的 Eagle 价格沦陷了~ 超好用图片素材收集整理软件,异次元软件世界,3,耳机与数码,-0.4023079,-0.08431956,6.801441,-18.23539,9.46564,-0.21453308
159,100+ 款正版软件打折！Eagle / Xmind / Typora / UPDF 等你来选…,异次元软件世界,3,耳机与数码,-0.3850674,-0.11742741,1.7443421,-13.723805,9.605767,-0.7623961
160,超经典 Win XP 壁纸 2026 全新重制版！蓝天白云与 Win11 完美融合 (暗色/亮色),异次元软件世界,3,耳机与数码,-0.39942735,0.01579568,7.049469,-17.16539,9.695773,-0.36456454
161,免费自建密码库！新手 1Panel 简单部署 Bitwarden 服务器教程 (开源替代 1Password),异次元软件世界,3,耳机与数码,-0.4898988,-0.21470052,0.1812743,-20.656773,9.293368,-0.42925194
162,超简单 “一键安装 1Panel 面板” 教程 (VPS 云服务器必备),异次元软件世界,3,耳机与数码,-0.51473707,-0.06902988,-1.8394035,-20.94827,9.924992,-1.0020906
163,Transmission - 清爽开源 BT 下载工具，多年迎来大更新 (支持 NAS 部署 / 边下边播),异次元软件世界,3,耳机与数码,-0.5474293,-0.18613845,1.9414176,-19.20448,9.066687,-0.4981859
164,Bundlehunt 2026 Mac 软件促销包上架：39 款终身激活码打折自选,异次元软件世界,3,耳机与数码,-0.45522228,-0.0065284255,0.0180954,-11.726296,10.052976,-0.8142826
